assay_param_id,assay_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments
3715262,7859,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715263,7859,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715264,7860,DOSE,=,2.5,mg/kg,,DOSE,=,2.5,mg.kg-1,,
3715265,7860,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715266,7861,DOSE,=,2.6,mg/kg,,DOSE,=,2.6,mg.kg-1,,
3715267,7861,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715268,7865,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715269,7869,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715270,7869,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715271,7877,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3715272,7877,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715273,7878,DOSE,=,1.0,mgkg,,DOSE,=,1.0,mg.kg-1,,
3715274,7878,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715275,7879,DOSE,=,1.0,mgkg,,DOSE,=,1.0,mg.kg-1,,
3715276,7879,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715277,7883,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3715278,7883,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715279,7884,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715280,7885,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715281,7887,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715282,7887,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715283,7888,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715284,7888,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715285,7891,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3715286,7891,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715287,7893,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715288,7893,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715289,7898,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3715290,7898,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715291,7907,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715292,7907,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715293,7908,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715294,7908,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715295,7919,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3715296,7919,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715297,7920,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715298,7920,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715299,7978,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715300,7978,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715301,7979,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3715302,7979,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715303,7980,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3715304,7980,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715305,7985,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715306,7986,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715307,7986,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715308,7987,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715309,7987,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715310,7988,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3715311,7988,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715312,7989,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715313,7989,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715314,7990,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715315,7990,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715316,7992,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715317,7992,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715318,7993,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3715319,7993,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3715320,7994,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715321,7994,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715322,7998,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715323,7998,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715324,7999,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715325,7999,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715326,8000,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715327,8000,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715328,8001,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3715329,8001,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715330,8003,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715331,8003,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715332,8004,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3715333,8004,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715334,8005,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715335,8005,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715336,8006,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3715337,8006,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715338,8008,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715339,8008,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715340,8010,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715341,8010,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715342,8016,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715343,8017,DOSE,=,40.0,mg/kg,,DOSE,=,40.0,mg.kg-1,,
3715344,8017,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715345,8019,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715346,8019,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715347,8020,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715348,8020,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715349,8022,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715350,8023,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3715351,8024,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715352,8025,DOSE,=,3.5,mg/kg,,DOSE,=,3.5,mg.kg-1,,
3715353,8025,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3715354,8027,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715355,8028,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715356,8029,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715357,8029,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715358,8033,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715359,8033,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715360,8036,DOSE,=,2.7,mg/kg,,DOSE,=,2.7,mg.kg-1,,
3715361,8036,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715362,8037,DOSE,=,2.8,mg/kg,,DOSE,=,2.8,mg.kg-1,,
3715363,8037,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715364,8038,DOSE,=,4.9,mg/kg,,DOSE,=,4.9,mg.kg-1,,
3715365,8038,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715366,8039,DOSE,=,5.1,mg/kg,,DOSE,=,5.1,mg.kg-1,,
3715367,8039,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715368,8041,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715369,8041,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715370,8042,DOSE,=,5.1,mg/kg,,DOSE,=,5.1,mg.kg-1,,
3715371,8042,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715372,8043,DOSE,=,5.1,mg/kg,,DOSE,=,5.1,mg.kg-1,,
3715373,8043,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715374,8044,DOSE,=,5.2,mg/kg,,DOSE,=,5.2,mg.kg-1,,
3715375,8044,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715376,8045,DOSE,=,5.2,mg/kg,,DOSE,=,5.2,mg.kg-1,,
3715377,8045,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715378,8046,DOSE,=,4.97,mg/kg,,DOSE,=,4.97,mg.kg-1,,
3715379,8046,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715380,8047,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3715381,8047,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715382,8048,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3715383,8048,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715384,8050,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715385,8051,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3715386,8052,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715387,8052,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715388,8053,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715389,8053,ROUTE,,,,Intraduodenal,ROUTE,,,,Intraduodenal,
3715390,8054,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715391,8054,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715392,8055,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715393,8055,ROUTE,,,,Intraduodenal,ROUTE,,,,Intraduodenal,
3715394,8056,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715395,8056,ROUTE,,,,Intraduodenal,ROUTE,,,,Intraduodenal,
3715396,8057,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715397,8057,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715398,8077,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715399,8077,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715400,8080,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3715401,8080,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715402,8081,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3715403,8081,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715404,8082,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715405,8082,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715406,8088,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715407,8088,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715408,8089,DOSE,=,4.0,mg/kg,,DOSE,=,4.0,mg.kg-1,,
3715409,8089,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715410,8091,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715411,8093,DOSE,=,4.0,mg/kg,,DOSE,=,4.0,mg.kg-1,,
3715412,8093,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715413,8095,DOSE,=,0.32,mg/kg,,DOSE,=,0.32,mg.kg-1,,
3715414,8095,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715415,8096,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715416,8096,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715417,8097,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715418,8097,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715419,8098,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715420,8098,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715421,8101,DOSE,=,3.4,mg/kg,,DOSE,=,3.4,mg.kg-1,,
3715422,8101,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715423,8102,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715424,8102,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715425,8104,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715426,8104,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715427,8105,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715428,8105,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715429,8106,DOSE,=,8.4,mg/kg,,DOSE,=,8.4,mg.kg-1,,
3715430,8106,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715431,8108,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715432,8108,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715433,8120,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3715434,8120,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715435,8122,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715436,8122,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715437,8123,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715438,8123,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715439,8131,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715440,8131,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715441,8141,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715442,8141,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715443,8143,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715444,8143,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715445,8145,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3715446,8145,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715447,8147,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715448,8147,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715449,8199,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715450,8199,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715451,8200,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715452,8200,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715453,8201,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715454,8201,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715455,8202,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715456,8202,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715457,8207,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715458,8207,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715459,8215,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715460,8215,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715461,8216,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715462,8216,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715463,8217,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715464,8217,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715465,8224,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715466,8230,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715467,8230,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715468,8231,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715469,8231,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715470,8232,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715471,8232,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715472,8237,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715473,8237,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715474,8240,DOSE,=,4.0,mg/kg,,DOSE,=,4.0,mg.kg-1,,
3715475,8240,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715476,8241,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715477,8241,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715478,8251,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715479,8251,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715480,8252,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3715481,8252,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3715482,8253,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715483,8253,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715484,8258,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3715485,8258,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715486,8259,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715487,8259,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715488,8262,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715489,8262,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715490,8263,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715491,8263,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715492,8264,DOSE,=,40.0,mg/kg,,DOSE,=,40.0,mg.kg-1,,
3715493,8264,ROUTE,,,,Intramuscular,ROUTE,,,,Intramuscular,
3715494,8265,DOSE,=,40.0,mg/kg,,DOSE,=,40.0,mg.kg-1,,
3715495,8265,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715496,8266,DOSE,=,40.0,mg/kg,,DOSE,=,40.0,mg.kg-1,,
3715497,8266,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715498,8267,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715499,8267,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715500,8268,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715501,8268,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715502,8269,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715503,8269,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715504,8276,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715505,8276,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715506,8277,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715507,8277,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715508,8278,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715509,8278,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715510,8279,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715511,8279,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715512,8280,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715513,8280,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715514,8281,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715515,8281,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715516,8282,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715517,8282,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715518,8283,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715519,8283,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715520,8284,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715521,8284,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715522,8285,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715523,8285,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715524,8286,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715525,8286,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715526,8287,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715527,8287,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715528,8288,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715529,8288,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715530,8289,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715531,8289,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715532,8290,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715533,8291,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715534,8291,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715535,8292,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715536,8292,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715537,8293,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715538,8293,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715539,8294,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715540,8294,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715541,8295,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715542,8295,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715543,8296,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715544,8296,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715545,8297,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715546,8297,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715547,8298,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715548,8298,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715549,8299,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715550,8299,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715551,8300,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715552,8300,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715553,8301,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715554,8301,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715555,8307,DOSE,=,0.4,mg/kg,,DOSE,=,0.4,mg.kg-1,,
3715556,8307,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715557,8310,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715558,8310,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715559,8313,DOSE,=,0.2,mg/kg,,DOSE,=,0.2,mg.kg-1,,
3715560,8313,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715561,8315,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715562,8315,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715563,8316,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715564,8316,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715565,8317,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715566,8318,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715567,8335,DOSE,=,2.5,mg/kg,,DOSE,=,2.5,mg.kg-1,,
3715568,8335,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715569,8336,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715570,8336,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715571,8338,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715572,8346,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715573,8346,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715574,8348,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715575,8348,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715576,8363,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3715577,8363,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3715578,8364,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715579,8364,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715580,8405,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715581,8405,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715582,8412,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715583,8412,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715584,8419,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715585,8419,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715586,8420,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715587,8420,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715588,8421,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715589,8421,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715590,8422,DOSE,=,0.2,mg/kg,,DOSE,=,0.2,mg.kg-1,,
3715591,8422,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715592,8423,DOSE,=,6.0,mg/kg,,DOSE,=,6.0,mg.kg-1,,
3715593,8423,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715594,8425,DOSE,=,1.0,mgkg,,DOSE,=,1.0,mg.kg-1,,
3715595,8425,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715596,8426,DOSE,=,1.0,mgkg,,DOSE,=,1.0,mg.kg-1,,
3715597,8426,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
