molregno,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score
6595,434.42,4.15,2.0,1.0,40.54,1.0,N,0.0,,,3.91,3.91,NEUTRAL,434.42,0.0,27.0,0.5,433.1616,C23H32BrNO2,3.0,1.0,0.0,1.65
6596,382.46,5.49,3.0,2.0,62.22,5.0,N,1.0,8.03,2.73,6.25,6.16,NEUTRAL,382.46,4.0,29.0,0.48,382.1681,C25H22N2O2,4.0,2.0,1.0,-0.68
6597,354.45,4.04,4.0,1.0,63.6,6.0,N,0.0,,,5.17,5.17,NEUTRAL,354.45,2.0,26.0,0.48,354.1831,C22H26O4,4.0,1.0,0.0,0.11
6598,340.42,3.79,4.0,1.0,63.6,6.0,N,0.0,,,4.81,4.81,NEUTRAL,340.42,2.0,25.0,0.49,340.1675,C21H24O4,4.0,1.0,0.0,0.04
6599,349.48,4.17,3.0,1.0,41.15,6.0,N,0.0,12.45,9.79,4.2,1.83,BASE,349.48,3.0,26.0,0.73,349.2154,C22H27N3O,4.0,1.0,0.0,-0.66
6600,350.46,4.43,4.0,0.0,38.5,6.0,N,0.0,,9.76,4.26,1.94,BASE,350.46,3.0,26.0,0.66,350.1994,C22H26N2O2,4.0,0.0,0.0,-0.46
6601,254.28,3.23,3.0,0.0,43.37,4.0,N,0.0,,,3.74,3.74,,254.28,2.0,19.0,0.48,254.0943,C16H14O3,3.0,0.0,0.0,-0.38
6602,469.5,1.77,9.0,6.0,205.91,10.0,N,1.0,3.47,6.96,-1.18,-4.51,ACID,469.5,2.0,34.0,0.3,469.2074,C22H27N7O5,12.0,8.0,2.0,-0.03
6606,266.3,3.23,3.0,0.0,43.37,4.0,N,0.0,,,3.82,3.82,,266.3,2.0,20.0,0.48,266.0943,C17H14O3,3.0,0.0,0.0,-0.54
6607,266.3,3.4,3.0,0.0,43.37,4.0,N,0.0,,,4.43,4.43,,266.3,2.0,20.0,0.37,266.0943,C17H14O3,3.0,0.0,0.0,-0.05
6608,308.38,4.4,3.0,0.0,43.37,4.0,N,0.0,,,5.15,5.15,,308.38,2.0,23.0,0.48,308.1412,C20H20O3,3.0,0.0,0.0,-0.5
6609,340.45,3.01,6.0,0.0,43.18,5.0,N,0.0,,6.34,2.98,2.95,NEUTRAL,340.45,3.0,24.0,0.67,340.1358,C18H20N4OS,5.0,0.0,0.0,-2.57
6610,354.48,3.06,6.0,0.0,43.18,6.0,N,0.0,,6.63,2.87,2.8,NEUTRAL,354.48,3.0,25.0,0.64,354.1514,C19H22N4OS,5.0,0.0,0.0,-2.54
6611,348.45,4.14,3.0,1.0,43.26,6.0,N,0.0,13.87,,3.83,3.83,NEUTRAL,348.45,3.0,26.0,0.57,348.1838,C22H24N2O2,4.0,1.0,0.0,-0.52
6614,467.49,1.37,9.0,5.0,207.3,10.0,N,0.0,3.27,2.85,0.98,-5.34,ACID,467.49,3.0,34.0,0.29,467.1917,C22H25N7O5,12.0,7.0,2.0,-0.12
6615,416.54,3.38,5.0,1.0,67.87,7.0,N,0.0,10.35,9.77,2.63,0.58,BASE,416.54,2.0,29.0,0.75,416.177,C22H28N2O4S,6.0,1.0,0.0,-0.7
6616,399.56,3.72,4.0,0.0,46.61,6.0,N,0.0,,8.54,3.42,2.25,BASE,399.56,2.0,28.0,0.74,399.1868,C23H29NO3S,4.0,0.0,0.0,-0.52
6617,399.56,3.62,4.0,0.0,46.61,6.0,N,0.0,,8.38,3.95,2.93,NEUTRAL,399.56,2.0,28.0,0.74,399.1868,C23H29NO3S,4.0,0.0,0.0,-0.6
6618,546.79,9.23,6.0,0.0,82.81,22.0,N,2.0,,,10.44,10.44,NEUTRAL,546.79,1.0,39.0,0.08,546.392,C33H54O6,6.0,0.0,2.0,0.4
6619,326.35,3.02,5.0,0.0,69.67,5.0,N,0.0,,,4.18,4.18,,326.35,2.0,24.0,0.37,326.1154,C19H18O5,5.0,0.0,0.0,-0.16
6620,406.01,4.6,2.0,1.0,40.54,2.0,N,0.0,,,4.17,4.17,NEUTRAL,406.01,0.0,28.0,0.41,405.2435,C24H36ClNO2,3.0,1.0,0.0,1.39
6622,322.26,0.69,5.0,5.0,139.81,6.0,N,0.0,-0.57,6.43,-1.12,-3.77,ACID,322.26,3.0,22.0,0.42,322.0943,C12H15N6O3P,9.0,5.0,0.0,-0.89
6623,380.45,4.96,3.0,1.0,59.06,5.0,N,0.0,,2.17,4.98,4.98,NEUTRAL,380.45,4.0,29.0,0.53,380.1525,C25H20N2O2,4.0,1.0,0.0,-0.97
6624,353.46,4.02,4.0,0.0,30.93,6.0,N,0.0,,9.88,4.54,2.1,BASE,353.46,2.0,26.0,0.78,353.1991,C22H27NO3,4.0,0.0,0.0,-0.25
6625,353.46,4.02,4.0,0.0,30.93,6.0,N,0.0,,9.94,4.54,2.05,BASE,353.46,2.0,26.0,0.78,353.1991,C22H27NO3,4.0,0.0,0.0,-0.19
6626,312.32,2.93,4.0,1.0,80.67,5.0,N,0.0,3.34,,4.03,0.61,ACID,312.32,2.0,23.0,0.4,312.0998,C18H16O5,5.0,1.0,0.0,0.0
6627,325.36,2.74,4.0,1.0,72.47,5.0,N,0.0,11.67,,2.94,2.94,NEUTRAL,325.36,2.0,24.0,0.52,325.1314,C19H19NO4,5.0,1.0,0.0,-0.58
6629,298.34,3.57,4.0,1.0,63.6,3.0,N,0.0,7.85,,4.54,4.4,NEUTRAL,298.34,2.0,22.0,0.53,298.1205,C18H18O4,4.0,1.0,0.0,-0.07
6631,396.49,5.79,3.0,1.0,51.22,6.0,N,1.0,,2.3,5.74,5.74,NEUTRAL,396.49,4.0,30.0,0.45,396.1838,C26H24N2O2,4.0,1.0,1.0,-0.71
6632,336.43,4.99,3.0,0.0,43.37,5.0,N,0.0,,,6.18,6.18,,336.43,2.0,25.0,0.33,336.1725,C22H24O3,3.0,0.0,0.0,-0.11
6633,322.4,4.6,3.0,0.0,43.37,5.0,N,0.0,,,5.94,5.94,,322.4,2.0,24.0,0.35,322.1569,C21H22O3,3.0,0.0,0.0,-0.03
6634,353.46,4.02,4.0,0.0,30.93,6.0,N,0.0,,9.73,4.54,2.24,BASE,353.46,2.0,26.0,0.78,353.1991,C22H27NO3,4.0,0.0,0.0,-0.14
6635,363.46,4.76,4.0,0.0,34.84,5.0,N,0.0,,9.75,4.86,2.54,BASE,363.46,3.0,27.0,0.65,363.1834,C23H25NO3,4.0,0.0,0.0,0.19
6636,484.55,5.09,7.0,1.0,116.2,8.0,N,1.0,3.82,,6.07,2.82,ACID,506.53,2.0,35.0,0.41,484.2097,C27H31NaO8,8.0,1.0,1.0,-0.05
6637,240.26,2.84,3.0,0.0,43.37,3.0,Y,0.0,,,3.04,3.04,NEUTRAL,240.26,2.0,18.0,0.47,240.0786,C15H12O3,3.0,0.0,0.0,-0.13
6638,414.45,5.55,7.0,0.0,88.13,4.0,N,1.0,,,5.99,5.99,,414.45,2.0,30.0,0.37,414.1679,C23H26O7,7.0,0.0,1.0,-0.16
6639,534.92,6.29,7.0,0.0,80.07,6.0,N,2.0,11.37,2.86,5.33,5.33,NEUTRAL,534.92,3.0,32.0,0.21,533.0168,C21H22Cl3N3O3S2,6.0,0.0,2.0,-0.66
6640,437.97,4.38,7.0,0.0,80.07,7.0,N,0.0,11.37,2.86,3.72,3.72,NEUTRAL,437.97,3.0,28.0,0.31,437.0635,C19H20ClN3O3S2,6.0,0.0,0.0,-0.93
6641,382.46,5.49,3.0,2.0,62.22,5.0,N,1.0,8.03,2.73,6.25,6.16,NEUTRAL,382.46,4.0,29.0,0.48,382.1681,C25H22N2O2,4.0,2.0,1.0,-0.68
6642,453.43,6.56,4.0,0.0,32.26,6.0,N,1.0,,4.17,7.04,7.03,NEUTRAL,453.43,3.0,29.0,0.42,452.1576,C24H29BrN4,4.0,0.0,1.0,-0.85
6643,329.37,3.33,4.0,1.0,39.72,4.0,N,0.0,,9.77,3.15,0.83,BASE,329.37,2.0,24.0,0.93,329.1427,C19H20FNO3,4.0,1.0,0.0,-0.12
6644,353.46,4.02,4.0,0.0,30.93,6.0,N,0.0,,9.89,4.54,2.09,BASE,353.46,2.0,26.0,0.78,353.1991,C22H27NO3,4.0,0.0,0.0,-0.2
6645,418.49,1.78,6.0,3.0,127.95,8.0,N,0.0,3.43,8.52,-0.94,-0.97,ZWITTERION,418.49,1.0,30.0,0.55,418.2104,C22H30N2O6,8.0,4.0,0.0,1.2
6646,402.49,2.4,5.0,3.0,118.72,7.0,N,0.0,3.34,8.52,0.0,-0.03,ZWITTERION,402.49,1.0,29.0,0.6,402.2155,C22H30N2O5,7.0,4.0,0.0,0.95
6647,428.35,6.64,3.0,0.0,29.02,5.0,N,1.0,,1.5,7.07,7.07,NEUTRAL,428.35,3.0,27.0,0.46,427.1059,C22H23BrFN3,3.0,0.0,1.0,-1.21
6648,424.39,6.8,3.0,0.0,29.02,5.0,N,1.0,,2.17,7.44,7.44,NEUTRAL,424.39,3.0,27.0,0.45,423.131,C23H26BrN3,3.0,0.0,1.0,-0.99
6650,391.98,4.21,2.0,1.0,40.54,1.0,N,0.0,,,3.73,3.73,NEUTRAL,391.98,0.0,27.0,0.54,391.2278,C23H34ClNO2,3.0,1.0,0.0,1.37
6651,210.28,2.38,2.0,1.0,24.39,2.0,Y,0.0,,10.23,2.19,-0.08,BASE,210.28,2.0,16.0,0.81,210.1157,C14H14N2,2.0,1.0,0.0,-0.14
6652,382.46,5.02,3.0,1.0,51.22,6.0,N,1.0,,2.17,4.98,4.98,NEUTRAL,382.46,4.0,29.0,0.51,382.1681,C25H22N2O2,4.0,1.0,1.0,-1.03
6653,401.51,3.3,7.0,0.0,80.07,5.0,N,0.0,,3.85,2.3,2.3,NEUTRAL,401.51,3.0,27.0,0.37,401.0868,C19H19N3O3S2,6.0,0.0,0.0,-0.89
6654,343.41,2.82,6.0,0.0,80.07,5.0,N,0.0,,2.36,2.04,2.04,NEUTRAL,343.41,3.0,24.0,0.53,343.0991,C17H17N3O3S,6.0,0.0,0.0,-0.72
6655,376.45,2.01,5.0,3.0,118.72,7.0,N,0.0,3.34,8.52,0.02,-0.01,ZWITTERION,376.45,1.0,27.0,0.63,376.1998,C20H28N2O5,7.0,4.0,0.0,0.46
6656,423.56,5.84,3.0,1.0,45.23,7.0,N,1.0,,8.52,5.84,4.69,BASE,423.56,4.0,32.0,0.41,423.2311,C28H29N3O,4.0,1.0,1.0,-0.94
6657,454.37,6.19,4.0,1.0,66.32,6.0,N,1.0,3.4,1.62,6.42,3.18,ACID,454.37,3.0,29.0,0.48,453.1052,C23H24BrN3O2,5.0,1.0,1.0,-0.79
6658,489.53,0.62,6.0,5.0,206.95,14.0,N,0.0,3.79,,0.25,-5.89,ACID,523.59,1.0,35.0,0.23,489.2111,C24H37N5O8,11.0,7.0,2.0,0.6
6660,357.44,2.9,6.0,0.0,80.07,6.0,N,0.0,,2.37,3.05,3.05,NEUTRAL,357.44,3.0,25.0,0.5,357.1147,C18H19N3O3S,6.0,0.0,0.0,-0.8
6661,387.46,3.51,7.0,0.0,89.3,7.0,N,0.0,,2.37,3.67,3.67,NEUTRAL,387.46,3.0,27.0,0.46,387.1253,C19H21N3O4S,7.0,0.0,0.0,-0.91
6662,368.47,5.18,4.0,0.0,52.6,4.0,N,1.0,,,6.88,6.88,,368.47,2.0,27.0,0.55,368.1988,C23H28O4,4.0,0.0,1.0,-0.16
6663,438.56,6.38,5.0,0.0,69.67,10.0,N,1.0,,,8.02,8.02,,438.56,2.0,32.0,0.24,438.2406,C27H34O5,5.0,0.0,1.0,-0.02
6664,435.37,6.37,4.0,0.0,52.81,5.0,N,1.0,,1.68,6.78,6.78,NEUTRAL,435.37,3.0,28.0,0.47,434.1106,C23H23BrN4,4.0,0.0,1.0,-1.14
6665,403.53,4.16,7.0,0.0,80.07,6.0,N,0.0,11.37,2.86,3.41,3.41,NEUTRAL,403.53,3.0,27.0,0.45,403.1024,C19H21N3O3S2,6.0,0.0,0.0,-0.99
6666,350.51,4.26,3.0,1.0,24.5,6.0,N,0.0,,10.1,4.43,1.8,BASE,350.51,2.0,26.0,0.84,350.2358,C23H30N2O,3.0,1.0,0.0,-0.09
6667,482.57,4.45,4.0,0.0,49.85,7.0,N,0.0,,9.94,5.44,2.94,BASE,482.57,2.0,33.0,0.59,482.1851,C24H29F3N2O3S,5.0,0.0,0.0,-0.59
6668,439.4,6.54,4.0,1.0,41.05,6.0,N,1.0,,3.53,6.4,6.4,NEUTRAL,439.4,3.0,28.0,0.47,438.1419,C23H27BrN4,4.0,1.0,1.0,-0.89
6669,425.37,6.08,4.0,1.0,55.04,5.0,N,1.0,,3.07,6.1,6.1,NEUTRAL,425.37,3.0,27.0,0.5,424.1263,C22H25BrN4,4.0,2.0,1.0,-0.84
6670,344.31,2.37,4.0,3.0,111.99,6.0,N,0.0,1.8,,1.98,-1.91,ACID,344.31,3.0,24.0,0.59,344.1038,C16H17N4O3P,7.0,3.0,0.0,-0.72
6671,369.53,4.73,4.0,0.0,21.7,6.0,N,0.0,,9.89,5.33,2.88,BASE,369.53,2.0,26.0,0.69,369.1763,C22H27NO2S,3.0,0.0,0.0,-0.46
6673,385.55,3.13,3.0,2.0,60.77,2.0,N,0.0,,,2.81,2.81,NEUTRAL,385.55,0.0,28.0,0.57,385.2617,C24H35NO3,4.0,2.0,0.0,1.87
6674,481.42,4.19,2.0,1.0,40.54,1.0,N,0.0,,,4.34,4.34,NEUTRAL,481.42,0.0,27.0,0.35,481.1478,C23H32INO2,3.0,1.0,0.0,1.65
6675,389.97,3.99,2.0,1.0,40.54,1.0,N,0.0,,,3.72,3.72,NEUTRAL,389.97,0.0,27.0,0.54,389.2122,C23H32ClNO2,3.0,1.0,0.0,1.62
6676,362.43,1.62,5.0,3.0,118.72,7.0,N,0.0,3.34,8.52,-0.42,-0.45,ZWITTERION,362.43,1.0,26.0,0.63,362.1842,C19H26N2O5,7.0,4.0,0.0,0.57
6677,282.34,2.39,5.0,0.0,53.99,0.0,N,0.0,,,3.11,3.11,NEUTRAL,282.34,0.0,20.0,0.5,282.1467,C15H22O5,5.0,0.0,0.0,3.84
6678,380.46,3.41,3.0,1.0,49.41,4.0,N,0.0,11.84,7.86,3.53,2.94,NEUTRAL,380.46,2.0,28.0,0.83,380.19,C23H25FN2O2,4.0,1.0,0.0,-0.74
6679,272.35,2.39,4.0,1.0,42.85,2.0,N,0.0,,8.5,2.51,1.4,BASE,272.35,1.0,20.0,0.9,272.1525,C16H20N2O2,4.0,1.0,0.0,0.58
6680,234.25,0.8,5.0,1.0,52.08,2.0,N,0.0,,7.06,1.37,1.21,NEUTRAL,234.25,1.0,17.0,0.82,234.1004,C12H14N2O3,5.0,1.0,0.0,0.47
6681,433.44,6.46,4.0,0.0,32.26,9.0,N,1.0,,5.39,7.36,7.35,NEUTRAL,433.44,2.0,27.0,0.45,432.1889,C22H33BrN4,4.0,0.0,1.0,-1.08
6682,246.31,2.0,4.0,1.0,42.85,3.0,N,0.0,,8.57,2.17,0.99,BASE,246.31,1.0,18.0,0.89,246.1368,C14H18N2O2,4.0,1.0,0.0,0.26
6684,282.34,2.39,5.0,0.0,53.99,0.0,N,0.0,,,3.11,3.11,NEUTRAL,282.34,0.0,20.0,0.5,282.1467,C15H22O5,5.0,0.0,0.0,3.84
6685,297.25,0.6,5.0,4.0,124.02,7.0,N,0.0,-0.55,4.72,-0.82,-3.47,ACID,297.25,2.0,20.0,0.55,297.0991,C11H16N5O3P,8.0,4.0,0.0,-0.87
6686,421.59,4.31,4.0,0.0,36.02,7.0,N,0.0,,7.61,4.11,3.69,NEUTRAL,421.59,2.0,31.0,0.67,421.2729,C26H35N3O2,5.0,0.0,0.0,-1.21
6687,243.22,-2.56,8.0,4.0,130.83,2.0,N,0.0,12.55,,-2.8,-2.8,NEUTRAL,243.22,1.0,17.0,0.45,243.0855,C9H13N3O5,8.0,5.0,0.0,1.65
6689,351.49,1.77,5.0,1.0,54.04,11.0,N,0.0,13.57,8.2,2.27,1.4,NEUTRAL,351.49,1.0,25.0,0.66,351.2522,C19H33N3O3,6.0,1.0,0.0,-1.24
6690,321.47,2.69,4.0,1.0,44.81,10.0,N,0.0,11.88,8.98,2.6,1.02,BASE,321.47,1.0,23.0,0.72,321.2416,C18H31N3O2,5.0,1.0,0.0,-1.24
6691,248.37,2.97,2.0,1.0,32.34,6.0,N,0.0,,9.7,3.08,0.8,BASE,248.37,1.0,18.0,0.84,248.1889,C15H24N2O,3.0,1.0,0.0,-1.59
6692,486.46,8.16,3.0,0.0,29.02,6.0,N,1.0,,2.01,8.57,8.57,NEUTRAL,486.46,4.0,32.0,0.28,485.1467,C28H28BrN3,3.0,0.0,1.0,-0.67
6693,424.53,,,,,,,,,,,,,424.53,,,,424.1893,C19H31F3O5Si,,,,
6695,448.45,4.54,2.0,1.0,40.54,2.0,N,0.0,,,4.35,4.35,NEUTRAL,448.45,0.0,28.0,0.38,447.1773,C24H34BrNO2,3.0,1.0,0.0,1.66
6696,403.99,4.38,2.0,1.0,40.54,2.0,N,0.0,,,4.17,4.17,NEUTRAL,403.99,0.0,28.0,0.42,403.2278,C24H34ClNO2,3.0,1.0,0.0,1.63
6697,278.31,0.82,6.0,1.0,61.31,5.0,N,0.0,,7.06,1.33,1.17,NEUTRAL,278.31,1.0,20.0,0.81,278.1267,C14H18N2O4,6.0,1.0,0.0,0.09
6698,262.31,1.58,5.0,1.0,52.08,4.0,N,0.0,,7.06,2.25,2.09,NEUTRAL,262.31,1.0,19.0,0.89,262.1317,C14H18N2O3,5.0,1.0,0.0,0.22
6699,333.14,-0.46,6.0,3.0,104.55,3.0,N,0.0,9.74,,-0.5,-0.5,NEUTRAL,333.14,1.0,19.0,0.69,332.0008,C11H13BrN2O5,7.0,3.0,0.0,1.14
6700,410.47,4.94,4.0,1.0,68.29,6.0,N,0.0,,2.18,4.88,4.88,NEUTRAL,410.47,4.0,31.0,0.46,410.163,C26H22N2O3,5.0,1.0,0.0,-0.94
6701,396.45,4.55,4.0,1.0,68.29,5.0,N,0.0,,2.16,4.8,4.8,NEUTRAL,396.45,4.0,30.0,0.5,396.1474,C25H20N2O3,5.0,1.0,0.0,-0.99
6702,339.44,3.72,4.0,1.0,41.93,5.0,N,0.0,10.53,9.7,3.95,1.95,BASE,339.44,2.0,25.0,0.9,339.1834,C21H25NO3,4.0,1.0,0.0,0.07
6703,350.42,1.62,5.0,3.0,118.72,7.0,N,0.0,3.34,8.52,-0.47,-0.5,ZWITTERION,350.42,1.0,25.0,0.64,350.1842,C18H26N2O5,7.0,4.0,0.0,0.19
6704,282.34,3.87,3.0,0.0,43.37,3.0,N,0.0,,,4.84,4.84,,282.34,2.0,21.0,0.49,282.1256,C18H18O3,3.0,0.0,0.0,-0.4
6706,358.85,4.18,4.0,0.0,59.92,3.0,N,0.0,,4.96,2.79,2.79,NEUTRAL,358.85,3.0,24.0,0.7,358.0543,C18H15ClN2O2S,4.0,0.0,0.0,-1.31
6707,436.6,7.73,2.0,1.0,41.99,10.0,N,1.0,,2.18,8.12,8.12,NEUTRAL,436.6,4.0,33.0,0.26,436.2515,C30H32N2O,3.0,1.0,1.0,-0.75
6708,394.52,6.56,2.0,1.0,41.99,7.0,N,1.0,,2.18,6.79,6.79,NEUTRAL,394.52,4.0,30.0,0.39,394.2045,C27H26N2O,3.0,1.0,1.0,-0.93
6709,384.47,4.67,5.0,1.0,72.83,4.0,N,0.0,13.69,,5.8,5.8,NEUTRAL,384.47,2.0,28.0,0.61,384.1937,C23H28O5,5.0,1.0,0.0,-0.02
6710,478.36,7.51,3.0,0.0,29.02,5.0,N,1.0,,2.11,7.8,7.8,NEUTRAL,478.36,3.0,30.0,0.38,477.1027,C23H23BrF3N3,3.0,0.0,1.0,-1.26
6711,252.27,2.94,3.0,0.0,43.37,2.0,Y,0.0,10.75,,3.44,3.44,NEUTRAL,252.27,2.0,19.0,0.47,252.0786,C16H12O3,3.0,0.0,0.0,0.13
6712,374.85,3.36,5.0,1.0,80.15,4.0,N,0.0,,3.82,1.98,1.98,NEUTRAL,374.85,3.0,25.0,0.76,374.0492,C18H15ClN2O3S,5.0,1.0,0.0,-0.91
6713,421.59,4.42,4.0,0.0,36.02,6.0,N,0.0,,6.92,4.42,4.29,NEUTRAL,421.59,2.0,31.0,0.69,421.2729,C26H35N3O2,5.0,0.0,0.0,-1.53
6714,364.54,5.59,4.0,0.0,33.95,6.0,N,1.0,,6.37,7.36,7.32,NEUTRAL,364.54,3.0,27.0,0.57,364.2627,C23H32N4,4.0,0.0,1.0,-1.14
6715,467.46,7.12,4.0,0.0,41.91,5.0,N,1.0,,6.73,7.0,6.92,NEUTRAL,467.46,3.0,30.0,0.4,466.1732,C25H31BrN4,4.0,0.0,1.0,-0.68
6716,468.46,6.69,3.0,0.0,29.02,6.0,N,1.0,,1.33,2.99,2.99,NEUTRAL,468.46,3.0,30.0,0.38,467.1805,C25H32BrN4+,4.0,0.0,1.0,-0.59
6718,365.47,3.94,4.0,0.0,30.93,5.0,N,0.0,,9.91,4.58,2.11,BASE,365.47,2.0,27.0,0.8,365.1991,C23H27NO3,4.0,0.0,0.0,0.11
6719,349.32,2.46,3.0,4.0,106.86,8.0,N,0.0,-0.57,9.25,0.82,-2.98,ZWITTERION,349.32,2.0,24.0,0.55,349.1079,C17H20NO5P,6.0,4.0,0.0,0.05
6720,421.59,4.31,4.0,0.0,36.02,7.0,N,0.0,,7.49,4.11,3.76,NEUTRAL,421.59,2.0,31.0,0.67,421.2729,C26H35N3O2,5.0,0.0,0.0,-1.17
6721,292.33,0.94,6.0,2.0,72.31,6.0,N,0.0,,7.06,1.26,1.1,NEUTRAL,292.33,1.0,21.0,0.76,292.1423,C15H20N2O4,6.0,2.0,0.0,0.5
6723,234.34,2.58,2.0,1.0,32.34,5.0,N,0.0,13.78,7.75,2.84,2.33,NEUTRAL,234.34,1.0,17.0,0.85,234.1732,C14H22N2O,3.0,1.0,0.0,-1.69
6726,360.5,4.84,3.0,0.0,25.36,6.0,N,0.0,,9.85,5.08,2.66,BASE,360.5,3.0,27.0,0.63,360.2202,C24H28N2O,3.0,0.0,0.0,-0.54
6727,373.54,2.97,3.0,2.0,60.77,1.0,N,0.0,,,2.37,2.37,NEUTRAL,373.54,0.0,27.0,0.69,373.2617,C23H35NO3,4.0,2.0,0.0,1.44
6728,442.56,7.45,2.0,1.0,41.99,6.0,N,1.0,,2.01,7.55,7.55,NEUTRAL,442.56,5.0,34.0,0.3,442.2045,C31H26N2O,3.0,1.0,1.0,-0.7
6729,264.28,0.16,6.0,2.0,72.31,4.0,N,0.0,,7.06,0.68,0.52,NEUTRAL,264.28,1.0,19.0,0.81,264.111,C13H16N2O4,6.0,2.0,0.0,0.44
6731,396.45,4.55,4.0,1.0,68.29,5.0,N,0.0,,2.16,4.8,4.8,NEUTRAL,396.45,4.0,30.0,0.5,396.1474,C25H20N2O3,5.0,1.0,0.0,-0.99
6732,280.33,2.36,4.0,1.0,42.85,2.0,N,0.0,,7.92,2.57,1.94,NEUTRAL,280.33,2.0,21.0,0.92,280.1212,C17H16N2O2,4.0,1.0,0.0,0.23
6733,365.48,3.87,4.0,2.0,61.38,6.0,N,0.0,9.78,9.46,3.89,2.23,BASE,365.48,3.0,27.0,0.7,365.2103,C22H27N3O2,5.0,2.0,0.0,-0.55
6734,418.51,4.42,6.0,0.0,86.74,4.0,N,0.0,,,5.74,5.74,,418.51,2.0,29.0,0.54,418.145,C22H26O6S,6.0,0.0,0.0,-0.55
6735,450.63,7.91,2.0,1.0,41.99,10.0,N,1.0,,2.53,8.64,8.64,NEUTRAL,450.63,4.0,34.0,0.25,450.2671,C31H34N2O,3.0,1.0,1.0,-0.58
6736,266.3,3.11,3.0,0.0,43.37,2.0,N,0.0,,,4.0,4.0,,266.3,2.0,20.0,0.48,266.0943,C17H14O3,3.0,0.0,0.0,0.42
6737,388.42,4.72,5.0,0.0,59.08,5.0,N,0.0,,,5.3,5.3,NEUTRAL,388.42,3.0,29.0,0.63,388.1423,C23H20N2O4,6.0,0.0,0.0,-0.26
6738,374.4,4.7,5.0,1.0,67.87,5.0,N,0.0,,,5.25,5.25,NEUTRAL,374.4,3.0,28.0,0.7,374.1267,C22H18N2O4,6.0,1.0,0.0,-0.35
6739,380.49,6.03,2.0,1.0,41.99,5.0,N,1.0,,2.18,6.27,6.27,NEUTRAL,380.49,4.0,29.0,0.46,380.1889,C26H24N2O,3.0,1.0,1.0,-1.1
6742,382.46,6.01,6.0,0.0,77.32,4.0,N,1.0,,0.41,7.19,7.19,NEUTRAL,382.46,2.0,28.0,0.37,382.1893,C22H26N2O4,6.0,0.0,1.0,-0.36
6744,280.32,3.41,3.0,0.0,43.37,2.0,N,0.0,,,4.44,4.44,,280.32,2.0,21.0,0.48,280.1099,C18H16O3,3.0,0.0,0.0,0.33
6745,252.27,2.77,3.0,0.0,43.37,2.0,Y,0.0,,,3.35,3.35,NEUTRAL,252.27,2.0,19.0,0.47,252.0786,C16H12O3,3.0,0.0,0.0,0.2
6746,388.83,3.57,5.0,1.0,97.22,4.0,N,0.0,0.72,5.12,1.42,-0.54,ACID,388.83,3.0,26.0,0.73,388.0285,C18H13ClN2O4S,6.0,1.0,0.0,-1.02
6747,283.23,0.21,5.0,4.0,124.02,6.0,N,0.0,-0.55,4.67,-1.24,-3.89,ACID,283.23,2.0,19.0,0.56,283.0834,C10H14N5O3P,8.0,4.0,0.0,-1.09
6748,429.32,4.78,6.0,0.0,60.37,6.0,N,0.0,,4.26,4.15,4.15,NEUTRAL,429.32,3.0,27.0,0.56,428.0848,C20H21BrN4O2,6.0,0.0,0.0,-0.88
6749,321.47,2.69,4.0,1.0,44.81,10.0,N,0.0,12.96,8.98,2.6,1.01,BASE,321.47,1.0,23.0,0.72,321.2416,C18H31N3O2,5.0,1.0,0.0,-1.39
6751,365.47,4.33,4.0,0.0,30.93,5.0,N,0.0,,9.88,4.35,1.91,BASE,365.47,2.0,27.0,0.79,365.1991,C23H27NO3,4.0,0.0,0.0,-0.1
6752,351.49,4.22,3.0,0.0,21.7,6.0,N,0.0,,9.99,4.8,2.26,BASE,351.49,2.0,26.0,0.78,351.2198,C23H29NO2,3.0,0.0,0.0,-0.36
6753,421.59,4.42,4.0,0.0,36.02,6.0,N,0.0,,7.18,4.42,4.21,NEUTRAL,421.59,2.0,31.0,0.69,421.2729,C26H35N3O2,5.0,0.0,0.0,-1.41
6754,493.46,3.22,7.0,4.0,142.48,9.0,N,0.0,-0.59,4.7,1.98,-0.68,ACID,493.46,4.0,35.0,0.26,493.1515,C24H24N5O5P,10.0,4.0,0.0,-0.63
6758,366.46,4.14,5.0,1.0,58.73,6.0,N,0.0,8.05,9.77,3.36,2.73,BASE,366.46,3.0,27.0,0.71,366.1943,C22H26N2O3,5.0,1.0,0.0,-0.62
6759,381.48,5.37,3.0,2.0,68.01,5.0,N,1.0,,2.27,5.72,5.72,NEUTRAL,381.48,4.0,29.0,0.49,381.1841,C25H23N3O,4.0,3.0,1.0,-0.82
6760,382.46,5.49,3.0,2.0,62.22,5.0,N,1.0,8.03,2.73,6.25,6.16,NEUTRAL,382.46,4.0,29.0,0.48,382.1681,C25H22N2O2,4.0,2.0,1.0,-0.68
6761,509.37,6.47,5.0,0.0,41.49,6.0,N,2.0,,2.78,6.51,6.51,NEUTRAL,509.37,3.0,32.0,0.38,508.1086,C23H24BrF3N4O,5.0,0.0,2.0,-0.96
