predbind_id,activity_id,site_id,prediction_method,confidence
7705790,2139618,300,Single domain,high
7705791,2139646,300,Single domain,high
7705792,2139653,300,Single domain,high
7705793,2139913,779,Single domain,high
7705794,2139915,1380,Single domain,high
7705795,2139919,1380,Single domain,high
7705796,2140042,959,Single domain,high
7705797,2140043,959,Single domain,high
7705798,2049489,1851,Multi domain,medium
7705799,2049491,1851,Multi domain,medium
7705800,2049498,1851,Multi domain,medium
7705801,2049701,2957,Single domain,high
7705802,2049705,2957,Single domain,high
7705803,2049710,2957,Single domain,high
7705804,2049730,2957,Single domain,high
7705805,2049734,2957,Single domain,high
7705806,2049753,1313,Single domain,high
7705807,2049756,1313,Single domain,high
7705808,2049776,1313,Single domain,high
7705809,2049903,1157,Single domain,high
7705810,2050189,1637,Single domain,high
7705811,2050218,1637,Single domain,high
7705812,2050250,1637,Single domain,high
7705813,2050487,1546,Single domain,high
7705814,2050514,257,Single domain,high
7705815,2080443,1601,Single domain,high
7705816,2080594,1033,Single domain,high
7705817,2080609,1033,Single domain,high
7705818,2080624,1033,Single domain,high
7705819,2080642,1033,Single domain,high
7705820,2080812,1675,Single domain,high
7705821,2080893,165,Single domain,high
7705822,2080906,165,Single domain,high
7705823,2080921,1713,Single domain,high
7705824,2080946,1303,Single domain,high
7705825,2080952,1303,Single domain,high
7705826,2105535,351,Single domain,high
7705827,2105541,351,Single domain,high
7705828,2105552,1161,Single domain,high
7705829,2105558,351,Single domain,high
7705830,2105797,385,Single domain,high
7705831,2105933,1311,Single domain,high
7705832,2105938,1311,Single domain,high
7705833,2105941,1311,Single domain,high
7705834,2106176,1311,Single domain,high
7705835,2106179,1311,Single domain,high
7705836,2106434,1575,Single domain,high
7705837,2106436,1575,Single domain,high
7705838,2106439,1575,Single domain,high
7705839,2106456,1303,Single domain,high
7705840,2106478,1575,Single domain,high
7705841,2106506,1575,Single domain,high
7705842,2106658,1303,Single domain,high
7705843,2106659,1303,Single domain,high
7705844,2106698,1575,Single domain,high
7705845,2140343,1015,Single domain,high
7705846,2140344,1246,Single domain,high
7705847,2140352,1015,Single domain,high
7705848,2140361,1015,Single domain,high
7705849,2140373,1246,Single domain,high
7705850,2140378,1246,Single domain,high
7705851,2140407,470,Single domain,high
7705852,2140883,324,Single domain,high
7705853,2140900,894,Single domain,high
7705854,2141082,894,Single domain,high
7705855,2141085,894,Single domain,high
7705856,2141089,894,Single domain,high
7705857,2141128,894,Single domain,high
7705858,2141130,894,Single domain,high
7705859,2141158,894,Single domain,high
7705860,2141167,894,Single domain,high
7705861,2141171,894,Single domain,high
7705862,2141173,894,Single domain,high
7705863,2141236,894,Single domain,high
7705864,2051009,300,Single domain,high
7705865,2051084,1382,Single domain,high
7705866,2051446,1481,Single domain,high
7705867,2051584,848,Single domain,high
7705868,2051938,1841,Single domain,high
7705869,2051949,1841,Single domain,high
7705870,2051961,1841,Single domain,high
7705871,2051973,1841,Single domain,high
7705872,2052091,1347,Single domain,high
7705873,2052146,1347,Single domain,high
7705874,2052152,1347,Single domain,high
7705875,2052165,1353,Single domain,high
7705876,2052307,1601,Single domain,high
7705877,2081201,1206,Multi domain,medium
7705878,2081342,170,Single domain,high
7705879,2081409,1156,Single domain,high
7705880,2081582,390,Single domain,high
7705881,2081629,390,Single domain,high
7705882,2081650,1085,Single domain,high
7705883,2081653,1085,Single domain,high
7705884,2081659,1085,Single domain,high
7705885,2081900,86,Single domain,high
7705886,2106736,1303,Single domain,high
7705887,2106919,1049,Single domain,high
7705888,2106925,1049,Single domain,high
7705889,2107060,324,Single domain,high
7705890,2107066,324,Single domain,high
7705891,2107080,324,Single domain,high
7705892,2107232,1438,Single domain,high
7705893,2107848,804,Single domain,high
7705894,2107861,804,Single domain,high
7705895,2107873,804,Single domain,high
7705896,2107887,804,Single domain,high
7705897,2108143,1078,Single domain,high
7705898,2108256,1303,Single domain,high
7705899,2108364,391,Single domain,high
7705900,2108765,1122,Single domain,high
7705901,2141404,160,Single domain,high
7705902,2141423,160,Single domain,high
7705903,2141643,1378,Single domain,high
7705904,2141652,1378,Single domain,high
7705905,2141732,1378,Single domain,high
7705906,2141741,1481,Single domain,high
7705907,2141825,154,Single domain,high
7705908,2141827,324,Single domain,high
7705909,2141860,1078,Single domain,high
7705910,2141861,1078,Single domain,high
7705911,2141916,1620,Single domain,high
7705912,2141948,1201,Single domain,high
7705913,2141950,1201,Single domain,high
7705914,2141963,589,Single domain,high
7705915,2142160,324,Single domain,high
7705916,2052386,1692,Single domain,high
7705917,2052389,1692,Single domain,high
7705918,2052426,1692,Single domain,high
7705919,2052570,1484,Single domain,high
7705920,2052881,1156,Single domain,high
7705921,2052892,1156,Single domain,high
7705922,2052930,1156,Single domain,high
7705923,2052936,1156,Single domain,high
7705924,2052939,1156,Single domain,high
7705925,2053019,1156,Single domain,high
7705926,2053331,1575,Single domain,high
7705927,2053432,2051,Single domain,high
7705928,2053439,2051,Single domain,high
7705929,2053511,2051,Single domain,high
7705930,2053512,2051,Single domain,high
7705931,2081952,2437,Single domain,high
7705932,2081956,2437,Single domain,high
7705933,2082016,157,Single domain,high
7705934,2082018,157,Single domain,high
7705935,2082037,157,Single domain,high
7705936,2082228,1080,Single domain,high
7705937,2082392,154,Single domain,high
7705938,2082401,154,Single domain,high
7705939,2082598,1612,Single domain,high
7705940,2082599,1612,Single domain,high
7705941,2082611,1512,Single domain,high
7705942,2082693,1612,Single domain,high
7705943,2082882,3250,Single domain,high
7705944,2082916,1078,Single domain,high
7705945,2082934,324,Single domain,high
7705946,2084697,17,Single domain,high
7705947,2084708,262,Single domain,high
7705948,2084711,262,Single domain,high
7705949,2085041,1239,Single domain,high
7705950,2085046,1239,Single domain,high
7705951,2109048,2437,Single domain,high
7705952,2109049,2437,Single domain,high
7705953,2109051,2437,Single domain,high
7705954,2109218,2279,Single domain,high
7705955,2109226,2279,Single domain,high
7705956,2109246,2279,Single domain,high
7705957,2109247,2279,Single domain,high
7705958,2109441,2453,Multi domain,medium
7705959,2109478,2453,Multi domain,medium
7705960,2109596,697,Single domain,high
7705961,2109612,697,Single domain,high
7705962,2109620,959,Single domain,high
7705963,2109635,1049,Single domain,high
7705964,2109653,1129,Single domain,high
7705965,2109655,1129,Single domain,high
7705966,2109657,1129,Single domain,high
7705967,2109670,697,Single domain,high
7705968,2109696,262,Single domain,high
7705969,2109703,286,Single domain,high
7705970,2110351,154,Single domain,high
7705971,2142387,1239,Single domain,high
7705972,2142394,1698,Single domain,high
7705973,2142479,1698,Single domain,high
7705974,2142638,1347,Single domain,high
7705975,2142724,1382,Single domain,high
7705976,2142736,54,Single domain,high
7705977,2142739,54,Single domain,high
7705978,2142748,1382,Single domain,high
7705979,2142919,1117,Single domain,high
7705980,2142943,54,Single domain,high
7705981,2142948,54,Single domain,high
7705982,2142949,54,Single domain,high
7705983,2143047,1609,Single domain,high
7705984,2144602,260,Single domain,high
7705985,2144657,1676,Single domain,high
7705986,2144658,1676,Single domain,high
7705987,2144680,1676,Single domain,high
7705988,2144867,413,Single domain,high
7705989,2145623,1643,Single domain,high
7705990,2145631,1643,Single domain,high
7705991,2145644,1643,Single domain,high
7705992,2053520,2004,Single domain,high
7705993,2053524,2051,Single domain,high
7705994,2053784,74,Single domain,high
7705995,2053788,1675,Single domain,high
7705996,2054151,1620,Single domain,high
7705997,2054155,1620,Single domain,high
7705998,2054158,1620,Single domain,high
7705999,2054182,1620,Single domain,high
7706000,2054215,1201,Single domain,high
7706001,2054219,1201,Single domain,high
7706002,2054557,1122,Single domain,high
7706003,2054616,305,Single domain,high
7706004,2054621,305,Single domain,high
7706005,2055873,785,Single domain,high
7706006,2055882,785,Single domain,high
7706007,2085368,1015,Single domain,high
7706008,2085399,1015,Single domain,high
7706009,2085582,1675,Single domain,high
7706010,2085842,108,Single domain,high
7706011,2086002,2661,Single domain,high
7706012,2086009,2661,Single domain,high
7706013,2086451,2102,Single domain,high
7706014,2086558,1005,Single domain,high
7706015,2086561,1005,Single domain,high
7706016,2087038,960,Single domain,high
7706017,2087043,960,Single domain,high
7706018,2087330,902,Single domain,high
7706019,2087333,782,Single domain,high
7706020,2087353,902,Single domain,high
7706021,2087417,1046,Single domain,high
7706022,2110402,1078,Single domain,high
7706023,2110423,154,Single domain,high
7706024,2110432,1078,Single domain,high
7706025,2110433,1078,Single domain,high
7706026,2110511,278,Single domain,high
7706027,2110516,278,Single domain,high
7706028,2110552,1846,Single domain,high
7706029,2111438,1354,Single domain,high
7706030,2111449,1354,Single domain,high
7706031,2111507,1212,Single domain,high
7706032,2111513,1212,Single domain,high
7706033,2111523,1212,Single domain,high
7706034,2111533,1354,Single domain,high
7706035,2111534,1354,Single domain,high
7706036,2111543,1354,Single domain,high
7706037,2111544,1354,Single domain,high
7706038,2111562,1354,Single domain,high
7706039,2111848,1364,Single domain,high
7706040,2111857,1364,Single domain,high
7706041,2111863,1364,Single domain,high
7706042,2111896,1620,Single domain,high
7706043,2112813,380,Single domain,high
7706044,2112822,1239,Single domain,high
7706045,2113342,1484,Single domain,high
7706046,2146127,588,Single domain,high
7706047,2146128,588,Single domain,high
7706048,2146135,588,Single domain,high
7706049,2146136,588,Single domain,high
7706050,2146154,1261,Single domain,high
7706051,2146706,380,Single domain,high
7706052,2147114,649,Single domain,high
7706053,2148179,1431,Multi domain,medium
7706054,2148572,507,Single domain,high
7706055,2149691,2661,Single domain,high
7706056,2150032,1057,Single domain,high
7706057,2150539,781,Single domain,high
7706058,2150775,1441,Single domain,high
7706059,2151205,84,Single domain,high
7706060,2151758,2472,Single domain,high
7706061,2153224,1571,Single domain,high
7706062,2153789,436,Single domain,high
7706063,2153794,436,Single domain,high
7706064,2153862,247,Single domain,high
7706065,2153865,247,Single domain,high
7706066,2056515,1404,Single domain,high
7706067,2056517,390,Single domain,high
7706068,2056529,1122,Single domain,high
7706069,2056547,11,Single domain,high
7706070,2056548,11,Single domain,high
7706071,2056562,1404,Single domain,high
7706072,2056564,1404,Single domain,high
7706073,2056588,852,Single domain,high
7706074,2056601,1610,Single domain,high
7706075,2056612,928,Single domain,high
7706076,2056628,1122,Single domain,high
7706077,2056632,1122,Single domain,high
7706078,2056637,906,Single domain,high
7706079,2056646,906,Single domain,high
7706080,2056647,1681,Single domain,high
7706081,2056709,1681,Single domain,high
7706082,2056716,1681,Single domain,high
7706083,2056737,1681,Single domain,high
7706084,2056752,1681,Single domain,high
7706085,2056761,1681,Single domain,high
7706086,2056764,1681,Single domain,high
7706087,2056768,1681,Single domain,high
7706088,2056770,1681,Single domain,high
7706089,2087646,1080,Single domain,high
7706090,2087666,2453,Multi domain,medium
7706091,2087671,2453,Multi domain,medium
7706092,2087780,1877,Single domain,high
7706093,2087928,79,Single domain,high
7706094,2087932,79,Single domain,high
7706095,2087954,1052,Single domain,high
7706096,2087994,79,Single domain,high
7706097,2088005,1161,Single domain,high
7706098,2088006,1161,Single domain,high
7706099,2088016,1161,Single domain,high
7706100,2088074,902,Single domain,high
7706101,2088177,902,Single domain,high
7706102,2088223,1094,Single domain,high
7706103,2088279,2437,Single domain,high
7706104,2088282,2437,Single domain,high
7706105,2088285,2437,Single domain,high
7706106,2113363,1484,Single domain,high
7706107,2113367,1484,Single domain,high
7706108,2113564,1272,Single domain,high
7706109,2113577,1272,Single domain,high
7706110,2113588,1155,Single domain,high
7706111,2113594,1155,Single domain,high
7706112,2113600,1046,Single domain,high
7706113,2113658,1085,Single domain,high
7706114,2113670,1085,Single domain,high
7706115,2113684,1085,Single domain,high
7706116,2113691,1085,Single domain,high
7706117,2114031,2278,Single domain,high
7706118,2114335,1161,Single domain,high
7706119,2114337,1161,Single domain,high
7706120,2114367,1637,Single domain,high
7706121,2114655,845,Single domain,high
7706122,2114664,845,Single domain,high
7706123,2153889,247,Single domain,high
7706124,2153890,247,Single domain,high
7706125,2153898,247,Single domain,high
7706126,2153900,247,Single domain,high
7706127,2153934,247,Single domain,high
7706128,2153959,247,Single domain,high
7706129,2154261,154,Single domain,high
7706130,2154265,894,Single domain,high
7706131,2154267,894,Single domain,high
7706132,2154272,894,Single domain,high
7706133,2154363,154,Single domain,high
