ap_id,activity_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments,result_flag
5490,17126846,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5491,17126847,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5492,17126847,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
5493,17126847,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5494,17126847,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5495,17126847,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5496,17126847,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5497,17126847,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5498,17126847,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5499,17126847,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5500,17126848,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5501,17126848,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
5502,17126848,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5503,17126848,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5504,17126848,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5505,17126848,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5506,17126848,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5507,17126848,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5508,17126848,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5509,17126849,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5510,17126849,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
5511,17126849,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5512,17126849,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5513,17126849,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5514,17126849,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5515,17126849,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5516,17126849,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5517,17126849,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5518,17126850,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5519,17126850,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
5520,17126850,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5521,17126850,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5522,17126850,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5523,17126850,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5524,17126850,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5525,17126850,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5526,17126850,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5527,17126851,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5528,17126851,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
5529,17126851,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5530,17126851,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5531,17126851,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5532,17126851,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5533,17126851,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5534,17126851,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5535,17126851,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5536,17126852,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5537,17126852,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
5538,17126852,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5539,17126852,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5540,17126852,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5541,17126852,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5542,17126852,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5543,17126852,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5544,17126852,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5545,17126853,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5546,17126853,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
5547,17126853,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5548,17126853,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5549,17126853,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5550,17126853,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5551,17126853,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5552,17126853,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5553,17126853,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5554,17126854,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5555,17126854,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
5556,17126854,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5557,17126854,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5558,17126854,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5559,17126854,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5560,17126854,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5561,17126854,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5562,17126854,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5563,17126855,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5564,17126855,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
5565,17126855,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5566,17126855,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5567,17126855,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5568,17126855,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5569,17126855,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5570,17126855,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5571,17126855,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5572,17126856,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5573,17126856,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
5574,17126856,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5575,17126856,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5576,17126856,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5577,17126856,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5578,17126856,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5579,17126856,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5580,17126856,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5581,17126857,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5582,17126857,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
5583,17126857,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5584,17126857,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5585,17126857,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5586,17126857,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5587,17126857,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5588,17126857,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5589,17126857,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5590,17126858,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5591,17126858,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
5592,17126858,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5593,17126858,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5594,17126858,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5595,17126858,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5596,17126858,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5597,17126858,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5598,17126858,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5599,17126859,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5600,17126859,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
5601,17126859,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5602,17126859,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5603,17126859,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5604,17126859,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5605,17126859,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5606,17126859,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5607,17126859,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5608,17126860,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5609,17126860,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
5610,17126860,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5611,17126860,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5612,17126860,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5613,17126860,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5614,17126860,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5615,17126860,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5616,17126860,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5617,17126861,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5618,17126861,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
5619,17126861,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5620,17126861,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5621,17126861,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5622,17126861,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5623,17126861,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5624,17126861,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5625,17126861,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5626,17126862,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5627,17126862,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
5628,17126862,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5629,17126862,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5630,17126862,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5631,17126862,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5632,17126862,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5633,17126862,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5634,17126862,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5635,17126863,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5636,17126863,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
5637,17126863,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5638,17126863,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5639,17126863,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5640,17126863,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5641,17126863,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5642,17126863,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5643,17126863,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5644,17126864,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5645,17126864,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
5646,17126864,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5647,17126864,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5648,17126864,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5649,17126864,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5650,17126864,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5651,17126864,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5652,17126864,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5653,17126865,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5654,17126865,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
5655,17126865,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5656,17126865,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5657,17126865,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5658,17126865,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5659,17126865,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5660,17126865,TIME,=,3.0,day,,TIME,=,72.0,hr,,,0
5661,17126865,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5662,17126866,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5663,17126866,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
5664,17126866,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5665,17126866,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5666,17126866,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5667,17126866,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5668,17126866,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5669,17126866,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5670,17126866,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5671,17126867,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5672,17126867,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
5673,17126867,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5674,17126867,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5675,17126867,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5676,17126867,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5677,17126867,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5678,17126867,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5679,17126867,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5680,17126868,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5681,17126868,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
5682,17126868,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5683,17126868,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5684,17126868,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5685,17126868,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5686,17126868,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5687,17126868,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5688,17126868,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5689,17126869,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5690,17126869,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
5691,17126869,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5692,17126869,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5693,17126869,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5694,17126869,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5695,17126869,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5696,17126869,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5697,17126869,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5698,17126870,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5699,17126870,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
5700,17126870,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5701,17126870,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5702,17126870,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5703,17126870,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5704,17126870,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5705,17126870,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5706,17126870,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5707,17126871,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5708,17126871,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
5709,17126871,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5710,17126871,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5711,17126871,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5712,17126871,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5713,17126871,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5714,17126871,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5715,17126871,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5716,17126872,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5717,17126872,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
5718,17126872,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5719,17126872,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5720,17126872,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5721,17126872,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5722,17126872,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5723,17126872,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5724,17126872,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5725,17126873,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5726,17126873,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
5727,17126873,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5728,17126873,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5729,17126873,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5730,17126873,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5731,17126873,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5732,17126873,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5733,17126873,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5734,17126874,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5735,17126874,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
5736,17126874,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5737,17126874,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5738,17126874,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5739,17126874,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5740,17126874,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5741,17126874,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5742,17126874,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5743,17126875,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5744,17126875,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
5745,17126875,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5746,17126875,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5747,17126875,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5748,17126875,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5749,17126875,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5750,17126875,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5751,17126875,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5752,17126876,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5753,17126876,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
5754,17126876,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5755,17126876,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5756,17126876,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5757,17126876,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5758,17126876,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5759,17126876,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5760,17126876,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5761,17126877,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5762,17126877,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
5763,17126877,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5764,17126877,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5765,17126877,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5766,17126877,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5767,17126877,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5768,17126877,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5769,17126877,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5770,17126878,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5771,17126878,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
5772,17126878,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5773,17126878,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5774,17126878,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5775,17126878,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5776,17126878,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5777,17126878,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5778,17126878,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5779,17126879,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5780,17126879,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
5781,17126879,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5782,17126879,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5783,17126879,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5784,17126879,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,,0
5785,17126879,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
5786,17126879,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5787,17126879,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5788,17126880,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5789,17126880,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
5790,17126880,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5791,17126880,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
