activity_id,bei,sei,le,lle
57795,14.4,4.08,0.27,8.37
57861,22.32,16.12,0.45,4.15
57959,18.63,9.0,0.36,2.03
57960,22.68,12.27,0.43,4.63
57972,21.94,13.5,0.4,2.63
57987,16.6,16.66,0.42,2.12
57996,18.98,14.4,0.34,2.84
57998,16.46,17.48,0.3,2.27
57999,15.76,16.73,0.28,2.03
58000,15.53,16.49,0.28,1.95
58009,15.26,5.58,0.29,3.61
58010,17.65,6.45,0.34,4.81
58024,13.26,2.98,0.27,6.53
58025,11.85,2.67,0.24,5.99
58029,10.9,2.54,0.22,5.39
58030,13.04,3.04,0.26,6.23
58038,20.81,18.16,0.42,3.34
58042,14.53,6.75,0.27,3.95
58043,19.19,30.53,0.35,2.3
58050,10.48,10.46,0.2,-1.09
58062,15.07,8.75,0.35,2.11
58063,17.67,10.26,0.4,3.2
58064,15.31,8.89,0.35,2.21
58065,14.7,6.49,0.29,2.42
58066,16.84,7.44,0.33,3.27
58067,11.68,5.16,0.23,1.21
58073,16.63,13.17,0.33,2.04
58074,16.62,13.16,0.33,2.04
58075,16.97,11.4,0.35,3.11
58076,16.98,11.4,0.35,3.11
58077,17.51,20.88,0.42,2.8
58078,21.7,15.72,0.4,2.37
58079,19.6,14.2,0.36,1.6
58080,21.79,15.78,0.4,2.4
58081,15.98,11.58,0.29,0.29
58082,13.77,9.97,0.25,-0.52
58083,13.77,9.97,0.25,-0.52
58090,21.03,19.55,0.41,1.93
58091,19.44,18.07,0.38,1.24
58092,19.08,17.73,0.38,1.08
58093,12.35,11.48,0.24,-1.83
58094,13.12,12.2,0.26,-1.49
58103,16.66,23.0,0.32,3.11
58104,23.78,32.83,0.46,5.75
58105,19.07,26.34,0.37,4.01
58106,14.05,7.14,0.27,1.9
58107,13.03,6.62,0.25,1.3
58108,14.55,6.11,0.28,3.6
58109,13.55,5.69,0.26,3.0
58118,15.5,9.72,0.3,2.04
58119,18.85,6.94,0.37,4.17
58122,15.6,6.72,0.28,4.52
58124,10.13,4.37,0.18,1.46
58129,17.31,10.97,0.34,2.3
58146,7.75,2.81,0.17,0.21
58147,17.25,30.87,0.32,0.92
58148,6.77,2.45,0.13,1.92
58149,10.96,3.96,0.21,4.41
58150,15.35,7.18,0.28,1.02
58151,18.64,10.54,0.36,2.8
58152,13.92,7.87,0.27,1.0
58153,15.75,8.91,0.3,1.7
58164,21.93,10.18,0.4,5.1
58165,15.53,7.21,0.28,2.0
58166,17.08,7.93,0.31,2.75
58176,15.76,8.16,0.31,4.5
58177,13.63,7.06,0.27,3.45
58178,13.53,6.57,0.25,2.31
58179,10.41,2.36,0.2,5.25
58180,10.06,2.28,0.2,5.09
58181,9.49,2.15,0.19,4.84
58183,17.75,8.57,0.33,3.14
58184,25.4,11.69,0.46,3.77
58185,16.83,6.12,0.3,2.28
58190,10.97,9.57,0.22,0.9
58194,18.04,7.92,0.34,3.11
58196,17.37,13.3,0.33,1.48
58199,10.86,5.36,0.2,1.13
58207,16.47,12.78,0.31,2.86
58208,16.93,13.13,0.32,3.08
58220,11.05,5.44,0.21,2.98
58229,14.82,7.98,0.28,3.38
58234,13.58,7.7,0.26,2.05
58240,19.47,11.15,0.41,4.38
58248,13.84,7.14,0.25,2.98
58252,21.85,4.86,0.42,3.87
58253,24.93,5.54,0.48,4.56
58254,20.38,7.23,0.45,3.73
58260,9.86,3.77,0.19,3.22
58263,11.7,4.58,0.23,4.11
58271,10.31,3.85,0.2,2.08
58272,9.9,3.7,0.19,1.91
58273,19.55,7.79,0.36,1.68
58274,15.91,4.74,0.29,1.67
58275,18.18,5.42,0.33,2.34
58278,26.5,9.79,0.51,4.16
58279,29.18,10.79,0.57,4.89
58280,11.49,4.88,0.22,1.1
58297,13.64,13.62,0.35,0.71
58300,17.37,6.58,0.35,5.0
58301,18.2,6.89,0.37,5.37
58307,18.55,13.8,0.36,2.22
58308,25.44,41.28,0.46,4.21
58309,18.97,30.78,0.34,2.15
58318,26.01,35.08,0.48,5.83
58319,19.83,26.74,0.36,3.75
58343,17.68,61.76,0.33,1.28
58344,17.21,60.11,0.32,1.08
58346,18.07,55.87,0.33,1.22
58347,16.45,50.85,0.3,0.59
58350,19.52,8.32,0.38,4.58
58351,18.17,7.75,0.36,4.04
58352,15.62,21.7,0.31,1.9
58353,16.18,22.48,0.32,2.18
58354,12.96,18.01,0.26,0.59
58357,16.77,7.1,0.34,5.76
58358,17.38,5.29,0.35,7.8
58359,13.37,6.13,0.31,4.5
58366,18.5,3.88,0.35,4.2
58367,19.55,4.1,0.37,4.53
58368,15.39,9.6,0.32,2.97
58369,19.8,8.1,0.4,5.78
58370,22.36,27.55,0.41,3.4
58371,15.27,18.82,0.28,0.58
58372,14.5,17.87,0.26,0.27
58377,23.63,14.72,0.43,4.65
58378,14.37,8.95,0.26,1.28
58384,17.3,31.63,0.32,1.05
58385,14.45,26.43,0.27,-0.18
58386,13.65,24.95,0.25,-0.52
58389,19.46,4.74,0.42,6.4
58390,21.97,5.36,0.47,7.31
58391,20.14,4.91,0.43,6.65
58402,14.69,5.59,0.28,3.02
58403,14.22,6.21,0.26,3.64
58405,18.29,6.76,0.37,4.79
58406,25.67,9.48,0.52,7.41
58407,22.07,8.16,0.45,6.13
58408,16.83,6.22,0.34,4.28
58409,25.83,9.54,0.52,7.46
58411,17.34,6.03,0.34,5.8
58413,20.18,7.02,0.4,6.95
58414,14.1,4.9,0.28,4.48
58417,15.52,6.22,0.3,5.65
58418,12.27,4.92,0.24,4.1
58419,9.43,3.78,0.18,2.73
58420,10.89,4.57,0.21,2.52
58421,11.35,4.76,0.22,2.8
58422,8.46,3.55,0.16,1.07
58423,12.67,3.79,0.25,3.83
58424,11.58,3.47,0.23,3.43
58425,11.74,3.51,0.23,3.49
58430,33.84,7.07,0.74,7.93
58431,20.84,4.35,0.45,5.03
58447,22.41,35.0,0.46,3.92
58448,18.16,18.49,0.37,3.53
58449,17.83,18.15,0.36,3.38
58450,15.63,15.91,0.32,2.4
58453,19.42,9.24,0.37,2.11
58454,19.68,9.37,0.38,2.19
58455,19.68,9.37,0.38,2.19
58456,21.9,11.7,0.43,4.54
58457,21.74,11.62,0.43,4.49
58469,16.17,15.05,0.34,1.54
58470,14.81,13.78,0.31,0.88
58473,19.24,8.39,0.38,5.52
58481,11.46,5.55,0.23,2.01
58482,16.62,8.05,0.33,4.4
58483,17.87,8.65,0.35,4.98
58486,14.75,5.7,0.3,3.86
58487,21.59,8.34,0.44,6.39
58488,23.48,9.07,0.48,7.09
58489,16.81,6.49,0.34,4.62
58492,12.79,6.22,0.26,1.92
58493,19.27,9.38,0.4,4.95
58494,19.27,9.38,0.4,4.95
58495,13.96,6.8,0.29,2.47
58512,21.49,43.41,0.41,1.52
58514,14.93,30.17,0.28,-1.3
58517,14.12,28.53,0.27,-1.64
58524,17.03,7.14,0.32,5.89
58525,17.95,8.4,0.33,6.79
58526,7.01,,,
58527,6.84,,,
58528,7.31,,,
58529,8.1,,,
58530,6.8,,,
58531,21.97,20.71,0.41,4.35
58532,13.62,12.84,0.25,1.3
58534,16.63,9.51,0.31,3.19
58535,19.35,13.29,0.38,2.59
58536,24.64,19.99,0.48,3.24
58541,21.19,14.62,0.42,4.08
58543,19.0,5.84,0.36,5.03
58544,12.27,3.77,0.23,2.58
58545,13.41,4.13,0.26,3.0
58551,9.35,3.57,0.19,1.36
58553,14.94,9.13,0.3,2.66
58556,15.23,10.34,0.3,2.4
58599,15.66,7.16,0.3,2.23
58600,15.2,5.27,0.3,3.09
58648,18.82,12.38,0.36,3.65
58659,15.07,4.05,0.3,5.49
58660,15.18,4.08,0.3,5.53
58662,17.36,4.1,0.33,6.46
58663,19.35,4.58,0.36,7.18
58671,18.47,6.56,0.4,5.91
58680,27.62,6.56,0.6,7.91
58687,27.74,8.06,0.56,6.27
58689,23.52,5.06,0.49,6.27
58695,17.68,21.95,0.33,2.36
58696,17.42,21.63,0.33,2.26
58697,16.54,20.54,0.31,1.91
58702,13.63,4.14,0.27,2.62
58736,10.46,4.33,0.2,2.23
58737,10.79,5.99,0.21,3.81
58738,10.35,5.74,0.2,3.47
58750,28.55,17.76,0.54,5.82
58753,27.99,17.41,0.53,5.69
58756,31.38,73.84,0.57,5.16
58767,22.6,20.95,0.45,4.06
58769,20.74,19.23,0.41,3.37
58770,22.13,20.52,0.44,3.89
58772,19.86,9.45,0.36,6.04
58776,18.21,10.99,0.34,2.23
58778,12.2,9.8,0.22,0.31
58780,14.82,12.79,0.27,0.98
58781,12.64,12.71,0.25,0.47
58785,23.16,14.95,0.46,4.43
58788,15.09,12.14,0.3,2.07
58789,13.59,10.93,0.27,1.57
58790,14.46,11.63,0.29,1.86
58791,16.79,13.51,0.33,2.64
58792,13.58,10.93,0.27,1.57
58794,23.17,16.76,0.46,3.72
58795,21.09,15.25,0.42,3.15
58796,21.57,15.6,0.43,3.28
58797,24.44,17.68,0.48,4.07
58798,19.72,14.26,0.39,2.77
58810,15.44,11.16,0.42,1.96
58811,15.17,10.97,0.41,1.86
58812,16.12,11.06,0.42,2.26
58813,15.4,10.56,0.4,1.98
58816,12.78,8.41,0.25,1.59
58817,14.2,4.49,0.27,6.6
58824,18.62,8.86,0.34,6.55
58828,23.08,6.88,0.43,5.4
58829,27.12,8.08,0.5,6.71
58830,23.88,7.12,0.44,5.66
58849,19.04,13.96,0.36,1.26
58850,17.15,12.57,0.33,0.57
58851,15.89,11.65,0.3,0.12
58852,18.06,12.99,0.35,1.01
58853,17.81,12.81,0.34,0.91
58854,14.39,10.35,0.27,-0.38
58857,12.58,5.82,0.23,0.59
58859,11.92,5.32,0.22,-0.09
58861,9.73,4.67,0.19,-0.81
58877,12.63,6.55,0.25,1.16
58996,14.8,4.94,0.27,2.45
59037,22.85,12.52,0.42,3.84
59051,28.43,21.91,0.63,4.61
59059,18.59,7.48,0.34,4.52
59153,25.12,8.41,0.45,2.35
59154,22.17,12.82,0.52,5.54
59161,23.68,18.7,0.43,3.55
59169,10.86,6.53,0.2,-0.32
59173,6.82,3.8,0.13,-2.58
59175,9.58,5.12,0.18,-0.21
59179,17.66,12.63,0.42,3.61
59184,17.56,16.69,0.42,2.3
59201,19.72,18.33,0.38,2.9
59202,21.71,20.18,0.42,3.56
59203,27.54,25.6,0.53,5.46
59204,25.4,23.61,0.49,4.76
59206,15.53,5.01,0.3,6.3
59208,6.41,2.65,0.12,0.99
59211,13.57,2.97,0.27,7.34
59212,12.44,2.72,0.25,6.89
59218,10.76,3.07,0.2,5.95
59224,32.21,239.96,0.59,4.05
59228,10.9,11.44,0.22,-0.35
59235,28.74,32.54,0.58,4.29
59236,21.25,24.06,0.43,2.3
59238,29.81,37.06,0.59,4.73
59239,21.37,26.57,0.43,2.27
59245,17.05,9.3,0.32,4.73
59246,19.78,11.93,0.39,5.14
59250,11.33,6.62,0.21,1.54
59259,10.7,4.88,0.21,4.5
59263,12.44,4.67,0.26,5.68
59264,24.61,7.49,0.46,5.21
59265,18.71,8.98,0.38,2.97
59266,20.35,9.77,0.42,3.54
59268,16.87,7.76,0.32,2.6
59269,19.72,9.07,0.38,3.72
59270,15.22,7.0,0.29,1.96
59273,14.78,4.3,0.3,8.33
59274,14.85,4.32,0.3,8.37
59275,16.87,4.91,0.34,9.41
59277,14.8,4.03,0.3,6.68
59278,18.45,5.03,0.37,8.22
59285,11.42,4.57,0.21,3.7
59293,21.6,16.9,0.43,3.93
59295,19.47,28.31,0.36,4.18
59296,20.54,29.86,0.38,4.59
59297,15.4,22.4,0.28,2.59
59298,14.7,5.99,0.28,3.37
59299,13.28,5.41,0.26,2.55
59300,8.98,2.25,0.17,8.2
59301,6.86,2.03,0.13,3.34
59303,21.23,9.57,0.38,3.25
59310,4.71,,,
59311,6.02,,,
59317,17.85,10.21,0.33,2.77
59318,14.49,7.24,0.27,3.15
59320,15.46,6.44,0.29,4.85
59328,22.81,12.29,0.6,6.6
59342,15.3,10.12,0.28,1.04
59345,20.86,11.48,0.4,4.35
59346,16.59,9.13,0.32,2.65
59347,19.86,10.93,0.39,3.95
59354,18.12,7.66,0.33,5.25
59355,13.33,5.64,0.25,2.74
59356,15.14,6.4,0.28,3.69
59357,21.78,12.77,0.42,3.99
59359,17.73,10.39,0.34,2.39
59364,20.23,10.72,0.37,3.49
59366,17.87,9.94,0.33,1.86
59368,15.32,8.1,0.28,1.24
59399,11.55,7.62,0.21,1.0
59400,17.57,22.86,0.34,0.73
59403,6.73,,,
59404,7.77,,,
59407,33.72,51.04,0.62,5.98
59408,32.26,48.83,0.59,5.53
59422,14.74,8.36,0.28,2.66
59426,21.46,8.16,0.43,6.44
59427,17.98,4.37,0.37,6.03
59437,13.97,8.37,0.27,-0.16
59439,17.79,13.96,0.34,0.75
59440,7.49,2.48,0.15,4.57
59441,15.68,15.51,0.3,2.69
59442,16.33,16.15,0.31,2.95
59443,20.09,19.87,0.38,4.43
59445,12.38,10.41,0.23,2.14
59449,20.19,13.27,0.37,2.57
59450,20.3,7.02,0.4,2.79
59453,12.83,6.55,0.24,1.48
59470,17.42,7.11,0.34,2.18
59471,18.24,7.44,0.36,2.5
59472,18.36,7.49,0.36,2.54
59477,22.65,9.18,0.44,3.15
59478,22.28,9.03,0.43,3.04
59481,18.2,6.54,0.36,1.76
59482,18.56,6.67,0.37,1.86
59487,20.69,8.2,0.4,3.17
59488,23.74,9.4,0.46,4.16
59491,14.27,6.05,0.28,1.35
59492,11.92,5.05,0.23,0.42
59497,11.74,3.2,0.23,6.09
59505,21.56,6.05,0.4,5.21
59506,20.25,5.69,0.38,4.76
59507,22.9,6.43,0.43,5.67
59508,21.77,6.11,0.4,5.28
59513,18.89,6.08,0.34,2.98
59514,22.79,7.33,0.41,4.27
59515,23.73,7.63,0.43,4.58
59521,14.08,5.65,0.28,2.69
59531,44.43,8.75,0.85,7.53
59532,44.15,8.7,0.85,7.48
59535,22.59,16.41,0.42,6.18
59543,17.48,12.7,0.33,4.21
59544,20.13,14.62,0.38,5.23
59550,26.07,19.97,0.49,4.43
59551,23.1,29.27,0.42,2.1
59552,8.15,1.9,0.16,7.9
59578,11.38,6.13,0.22,0.8
59579,17.17,7.24,0.31,3.84
59580,17.55,7.4,0.32,4.01
59581,16.97,6.97,0.31,3.85
59582,17.28,7.1,0.32,4.0
59583,20.75,6.99,0.39,5.16
59584,18.98,6.4,0.36,4.5
59587,14.99,18.36,0.28,1.23
59588,15.94,19.52,0.3,1.58
59591,19.4,19.12,0.39,4.2
59592,16.01,15.78,0.33,2.73
59593,14.88,14.67,0.3,2.24
59598,33.52,18.15,0.65,5.4
59599,32.34,17.52,0.63,5.07
59600,27.96,15.14,0.54,3.83
59612,11.55,4.32,0.23,3.97
59613,10.61,3.96,0.21,3.27
59638,16.39,9.73,0.32,3.71
59639,20.83,36.86,0.38,2.65
59640,14.37,25.42,0.26,-0.04
59641,14.42,25.51,0.26,-0.02
59646,17.34,4.25,0.36,7.68
59647,19.35,4.74,0.4,8.56
59648,18.16,4.45,0.38,8.04
59656,14.83,3.41,0.28,2.49
59657,16.5,3.8,0.31,3.0
59659,19.14,6.88,0.35,2.0
59660,7.03,,,
59686,18.63,8.4,0.36,5.08
59687,21.63,32.79,0.42,2.55
59689,15.72,18.18,0.28,2.34
59690,15.11,17.47,0.27,2.09
59691,13.76,15.92,0.25,1.53
59694,26.13,8.17,0.51,4.69
59695,25.85,8.09,0.5,4.61
59696,25.21,7.89,0.49,4.42
59697,18.19,12.06,0.35,3.76
59698,18.09,11.99,0.35,3.72
59700,23.97,12.16,0.46,4.77
59701,23.97,12.16,0.46,4.77
59702,23.69,12.02,0.45,4.67
59715,17.12,14.67,0.34,1.83
59716,16.45,14.1,0.32,1.53
59720,17.82,7.46,0.36,4.64
59727,17.73,8.88,0.34,4.94
59728,16.22,8.13,0.31,4.22
59729,13.64,6.84,0.26,2.98
59773,17.53,26.87,0.33,0.3
59774,11.29,5.78,0.2,0.26
59775,11.56,5.91,0.21,0.4
59776,14.59,7.46,0.26,2.0
59777,12.36,6.32,0.22,0.82
59782,14.21,5.34,0.27,4.16
59789,6.07,,,
59797,28.9,41.21,0.53,5.09
59798,19.05,27.16,0.35,2.04
59800,23.46,21.51,0.43,3.77
59801,16.03,14.69,0.29,1.3
59806,23.08,9.42,0.46,8.87
59807,18.84,7.69,0.38,7.07
59808,13.01,5.31,0.26,4.59
59811,15.55,6.35,0.31,5.67
59812,15.1,6.16,0.3,5.48
59851,26.08,23.96,0.59,5.87
59854,13.3,9.06,0.28,0.03
59857,17.94,14.82,0.32,1.1
59860,24.48,11.28,0.6,3.35
59863,15.17,12.98,0.29,1.22
59881,40.3,17.67,0.76,5.16
59888,40.93,17.73,0.76,5.73
59896,8.8,3.14,0.17,1.42
59898,9.33,3.08,0.17,3.5
59899,23.31,5.72,0.48,8.52
59900,25.05,6.14,0.51,9.04
59902,13.57,3.33,0.28,5.6
59903,14.46,12.53,0.3,1.51
59905,11.15,9.66,0.23,-0.27
59985,30.14,38.76,0.59,5.13
60070,3.5,,,
60073,15.75,3.95,0.3,6.18
60074,16.66,4.18,0.31,6.52
60085,25.99,7.25,0.6,7.37
60087,25.35,7.07,0.58,7.17
60093,19.4,7.09,0.43,5.42
60100,23.92,7.38,0.49,6.33
60107,28.93,7.94,0.59,6.47
60139,14.96,6.12,0.3,2.3
60167,31.96,29.9,0.6,5.94
60170,32.81,30.7,0.62,6.13
60173,13.44,6.98,0.25,1.58
60174,17.08,8.86,0.31,2.75
60176,21.56,11.22,0.39,4.91
60177,21.94,11.42,0.4,5.04
60178,22.57,11.75,0.41,5.25
60179,26.5,13.79,0.49,6.57
60180,20.57,10.71,0.38,4.58
60182,29.99,14.12,0.56,7.33
60183,29.83,14.04,0.56,7.28
60184,29.6,13.94,0.56,7.21
60185,30.41,14.31,0.57,7.45
60186,22.52,10.6,0.42,5.06
60201,25.04,24.19,0.46,4.18
60205,10.81,6.62,0.28,0.72
60207,18.71,18.16,0.37,2.22
60213,18.23,8.71,0.34,5.96
60227,21.66,9.65,0.42,2.91
60230,11.93,5.64,0.22,-0.67
60231,11.46,4.77,0.21,0.72
60235,9.81,6.53,0.19,1.1
60237,10.52,5.06,0.21,2.63
60239,12.56,7.97,0.24,2.73
60241,12.27,8.13,0.23,2.07
60250,11.17,5.52,0.23,1.38
60264,19.4,4.92,0.51,5.63
60265,24.32,6.17,0.63,7.13
60266,23.93,6.07,0.62,7.01
60267,25.03,6.35,0.65,7.35
60268,18.61,7.51,0.37,5.03
60283,27.4,8.59,0.51,4.22
60284,23.87,7.48,0.44,3.35
60286,18.24,6.32,0.36,2.3
60288,18.99,5.95,0.35,1.91
60322,13.81,5.33,0.26,1.5
60379,6.31,2.33,0.12,2.47
60380,6.16,2.28,0.12,2.34
60386,22.51,11.14,0.42,4.65
60387,21.58,10.68,0.4,4.35
60389,21.1,15.06,0.41,3.31
60391,20.69,11.92,0.4,3.97
60393,8.87,3.15,0.17,9.68
60395,8.68,3.08,0.16,9.5
60397,8.35,2.96,0.16,9.17
60415,32.58,25.12,0.72,5.68
60428,16.12,7.51,0.3,3.19
60468,8.74,2.85,0.17,10.42
60470,7.68,2.51,0.15,9.45
60472,8.27,2.7,0.16,9.99
60498,21.8,13.67,0.4,5.48
60499,19.98,12.52,0.37,4.84
60502,11.13,5.26,0.2,0.23
60503,10.27,6.26,0.19,-1.28
60532,24.63,24.74,0.45,3.9
60533,28.09,28.23,0.51,4.83
60538,24.97,32.67,0.45,3.79
60539,25.57,33.46,0.46,3.96
60540,26.88,35.17,0.49,4.34
60558,25.59,10.23,0.52,5.89
60566,11.72,4.72,0.22,1.21
60570,21.8,25.84,0.4,3.42
60571,28.19,33.42,0.52,5.3
60583,15.69,16.41,0.31,0.68
60584,15.49,17.19,0.31,0.43
60597,19.61,12.62,0.37,4.71
60598,16.78,9.68,0.32,3.91
60602,16.91,9.83,0.32,2.02
60606,11.15,6.11,0.21,3.7
60607,12.29,5.66,0.23,4.71
60612,12.65,9.18,0.23,1.01
60613,15.37,11.16,0.28,2.42
60615,14.0,10.17,0.26,3.34
60616,16.03,11.64,0.3,4.24
60617,19.79,14.37,0.37,5.89
60619,10.11,3.41,0.21,0.88
60620,11.45,3.86,0.23,1.6
60621,15.81,8.27,0.31,3.92
60622,15.2,7.95,0.3,3.65
60623,18.42,9.64,0.36,5.08
60625,21.12,15.73,0.38,2.97
60626,14.12,10.51,0.26,0.93
60664,18.18,8.58,0.34,5.24
60669,17.41,15.28,0.34,1.99
60670,17.42,15.28,0.34,1.99
60671,19.38,13.87,0.4,3.26
60672,19.37,13.87,0.4,3.26
60674,18.32,20.43,0.36,2.13
60678,14.51,7.05,0.26,1.79
60683,14.58,8.2,0.34,2.07
60684,17.19,8.3,0.35,2.85
60690,16.46,11.06,0.33,4.64
60691,21.6,10.13,0.39,4.0
60734,29.04,7.92,0.6,3.18
60735,19.78,5.55,0.45,3.8
60739,18.8,32.36,0.36,2.7
60742,16.47,28.23,0.32,1.42
60771,19.99,7.43,0.4,5.72
60772,13.81,5.14,0.28,3.73
60775,13.32,2.7,0.26,5.97
60776,13.35,2.71,0.26,5.98
60777,11.77,2.39,0.23,5.39
60779,20.07,24.73,0.37,2.24
60780,18.91,23.3,0.34,1.82
60781,18.93,23.32,0.35,1.82
60782,17.19,21.18,0.31,1.2
60784,19.47,12.99,0.36,3.56
60797,22.13,11.74,0.43,2.57
60799,22.69,12.03,0.44,2.73
60800,18.52,9.82,0.36,1.48
60801,17.14,9.09,0.34,1.06
60810,12.09,8.65,0.22,1.0
60811,9.5,5.64,0.18,1.06
60812,18.11,21.58,0.33,0.97
60813,17.74,8.86,0.33,2.38
60815,14.82,8.66,0.28,3.69
60816,9.11,4.84,0.18,1.4
60817,9.63,5.11,0.19,1.9
60822,3.8,,,
60823,3.61,,,
60828,15.31,5.42,0.28,3.95
60833,32.56,47.04,0.59,5.55
60834,30.59,44.19,0.56,4.97
60849,16.21,8.73,0.31,3.58
60861,16.99,9.99,0.46,4.9
60862,17.71,9.14,0.39,5.58
60869,18.34,14.87,0.35,0.94
60871,17.57,14.9,0.35,0.61
60902,9.78,3.84,0.19,4.01
60911,25.42,7.93,0.47,3.43
60912,24.97,7.79,0.46,3.33
60916,20.88,5.46,0.39,3.02
60932,43.1,8.41,0.83,6.99
60933,46.82,9.13,0.9,7.62
60966,24.4,34.28,0.45,5.56
60967,18.0,25.3,0.33,3.32
60976,24.53,35.85,0.45,5.24
60977,17.15,25.06,0.32,2.55
60990,13.13,5.4,0.27,-1.16
60991,24.26,93.98,0.44,2.82
60992,22.8,88.31,0.41,2.35
60993,25.43,98.48,0.46,3.19
60994,22.08,20.48,0.44,3.87
60995,22.68,21.02,0.45,4.09
60996,21.7,20.12,0.43,3.72
60997,23.25,17.23,0.43,6.26
60998,15.17,11.25,0.28,3.08
61005,23.1,17.12,0.43,6.2
61006,19.06,14.13,0.35,4.61
61011,18.13,14.61,0.33,2.38
61012,17.18,13.85,0.31,2.03
61013,16.62,13.39,0.3,1.82
61051,11.51,51.47,0.27,-1.24
61052,11.12,49.68,0.26,-1.46
61054,21.29,7.29,0.39,5.88
61055,21.82,7.47,0.4,6.08
61056,22.1,7.29,0.41,6.13
61057,23.26,7.67,0.43,6.55
61058,18.23,7.16,0.34,4.39
61059,19.02,7.47,0.35,4.73
61060,18.15,7.77,0.35,4.3
61061,24.12,8.6,0.47,4.99
61062,27.65,8.7,0.56,5.43
61069,30.3,14.94,0.57,5.19
61070,31.58,15.57,0.59,5.47
61071,25.66,12.65,0.48,4.18
61073,32.33,18.18,0.76,5.68
61074,33.86,19.04,0.8,6.13
61075,29.13,16.38,0.69,4.74
61077,11.99,2.93,0.23,5.16
61078,11.97,2.93,0.23,5.15
61089,17.24,39.91,0.34,-0.37
61090,17.24,39.91,0.34,-0.37
61092,23.05,21.57,0.41,2.05
61093,27.88,56.74,0.51,2.97
61094,21.78,44.33,0.4,1.01
61095,28.01,57.0,0.51,3.01
61096,31.42,63.94,0.57,4.11
61102,23.05,6.27,0.5,6.5
61103,25.05,6.81,0.54,7.16
61104,23.79,6.47,0.51,6.75
61137,11.49,4.02,0.21,2.03
61141,16.68,6.07,0.34,4.82
61142,21.76,7.91,0.44,6.99
61143,18.62,6.77,0.37,5.65
61144,15.28,5.56,0.31,4.22
61145,21.98,8.0,0.44,7.09
61147,15.75,5.21,0.32,5.45
61148,23.23,7.68,0.47,8.35
61149,19.82,6.55,0.4,7.03
61150,14.66,4.85,0.3,5.03
61151,22.45,7.42,0.46,8.05
61159,12.48,4.5,0.24,3.44
61160,9.64,3.48,0.18,1.87
61161,7.7,2.78,0.15,0.79
61165,26.98,12.61,0.56,4.38
61166,26.4,12.34,0.55,4.21
61167,17.75,8.29,0.37,1.57
61169,25.98,17.87,0.52,4.68
61170,25.54,17.57,0.51,4.53
61180,18.69,5.84,0.37,3.96
61181,18.67,5.84,0.37,3.96
61182,18.26,5.71,0.36,3.82
61184,19.78,8.66,0.39,5.13
61201,14.06,6.13,0.28,3.83
61202,17.55,7.66,0.35,5.3
61203,19.22,8.39,0.38,6.0
61204,15.12,6.6,0.3,4.28
61207,18.31,7.87,0.37,4.77
61208,21.09,9.07,0.42,5.92
61209,14.68,6.31,0.3,3.28
61240,19.07,9.08,0.36,6.19
61241,21.44,12.1,0.47,3.26
61246,14.93,6.71,0.27,2.76
61247,15.58,7.0,0.28,3.06
61248,16.09,7.23,0.29,3.3
61249,15.85,7.12,0.29,3.19
61288,14.21,9.59,0.26,1.67
61290,48.33,12.46,0.91,5.33
61291,48.33,12.46,0.91,5.33
61292,48.33,12.46,0.91,5.33
61299,16.38,15.15,0.3,2.59
61302,21.73,14.92,0.42,2.2
61305,18.03,4.85,0.34,4.43
61306,19.67,5.29,0.38,4.88
61307,16.09,4.33,0.31,3.88
61308,15.4,4.14,0.29,3.69
61314,25.56,13.1,0.54,3.83
61315,13.47,15.77,0.32,-0.18
61328,38.59,19.57,0.72,5.65
61334,7.88,3.51,0.15,0.82
61336,9.35,3.57,0.19,1.36
61337,9.51,3.59,0.19,2.22
61338,12.4,8.37,0.27,1.5
61341,12.56,5.67,0.26,2.55
61370,15.05,4.3,0.3,3.19
61371,13.83,4.79,0.28,2.64
61373,14.18,4.89,0.26,0.79
61374,20.98,4.03,0.39,4.65
61398,27.4,12.82,0.51,7.67
61404,15.6,4.76,0.29,5.95
61405,14.85,4.53,0.28,5.61
61407,10.93,4.84,0.21,2.25
61408,10.97,4.86,0.21,2.27
61410,17.91,12.66,0.32,2.15
61411,25.09,3.9,0.5,5.38
61419,20.59,6.11,0.44,6.69
61422,21.62,6.42,0.46,7.09
61439,17.23,15.74,0.33,2.23
61440,16.57,15.13,0.31,1.96
61441,19.2,17.53,0.36,3.05
61442,15.47,14.13,0.29,1.5
61512,33.45,14.78,0.64,6.2
61513,31.26,13.81,0.6,5.74
61515,11.16,4.58,0.21,3.94
61516,9.83,4.04,0.19,2.92
61517,10.71,3.94,0.21,4.2
61518,9.54,5.99,0.18,1.57
61519,8.65,5.43,0.17,0.9
61534,20.56,11.17,0.39,4.37
61567,21.76,22.52,0.43,3.2
61581,17.31,8.32,0.32,5.27
61585,17.72,10.27,0.33,2.21
61587,15.49,,,
61588,15.14,,,
61589,15.28,,,
61590,18.03,,,
61591,15.4,,,
61593,18.94,8.83,0.34,3.88
61594,19.63,9.16,0.36,4.13
61595,19.24,8.97,0.35,3.98
61596,22.46,10.47,0.41,5.14
61597,18.29,8.53,0.33,3.64
61610,15.48,12.63,0.4,2.29
61611,12.64,10.31,0.33,1.22
61612,14.14,11.54,0.37,1.79
61614,14.36,3.97,0.27,7.02
61618,15.68,9.87,0.3,1.48
61625,12.94,3.06,0.24,3.36
